Customer ID,MonetaryValue,Frequency,Recency,Cluster
13395.0,1180.23,3,184,3
13396.0,1360.99,2,28,3
13397.0,3191.87,10,72,0
13398.0,670.34,2,191,3
13399.0,275.4,3,463,1
13400.0,310.83,1,582,1
13402.0,1535.13,4,126,2
13403.0,229.5,3,17,3
13404.0,252.49,2,0,3
13405.0,1198.81,5,203,2
13406.0,568.92,2,426,1
13407.0,2244.7,3,578,1
13410.0,2201.96,9,23,2
13411.0,213.55,1,106,3
13412.0,487.34999999999997,1,619,1
13413.0,429.44,6,639,1
13414.0,2494.14,6,133,2
13415.0,800.67,4,472,1
13416.0,940.8000000000001,3,43,3
13417.0,1669.49,6,4,2
13419.0,221.06,1,63,3
13420.0,159.85,2,149,3
13421.0,4092.62,8,39,0
13422.0,2626.3,1,63,2
13423.0,217.03,1,428,1
13424.0,572.77,1,449,1
13425.0,3403.63,5,107,2
13427.0,1006.53,6,18,2
13428.0,499.98,3,9,3
13429.0,1006.8,4,10,3
13430.0,679.45,2,18,3
13431.0,3316.24,8,66,0
13432.0,436.55,2,570,1
13433.0,658.3199999999999,4,500,1
13434.0,1666.8600000000001,5,73,2
13435.0,4475.2300000000005,9,4,0
13436.0,196.89,1,1,3
13437.0,3408.06,7,13,0
13438.0,46.5,1,546,1
13439.0,986.61,3,254,3
13440.0,1295.25,7,422,2
13441.0,720.9,2,91,3
13442.0,419.87,3,666,1
13443.0,1276.3700000000001,6,448,1
13444.0,631.6800000000001,2,373,1
13445.0,241.89999999999998,1,625,1
13446.0,3881.89,11,429,0
13447.0,1129.14,3,22,3
13449.0,291.88,1,23,3
13450.0,4120.04,13,26,0
13452.0,729.8,3,258,3
13453.0,781.6899999999999,3,165,3
13454.0,219.87,1,640,1
13455.0,2905.93,6,24,2
13456.0,1766.72,6,17,2
13457.0,148.22,2,688,1
13459.0,1160.4099999999999,2,624,1
13460.0,183.44,2,28,3
13461.0,4160.0,6,38,0
13462.0,1153.85,5,252,2
13464.0,3097.64,6,57,2
13465.0,931.12,2,445,1
13466.0,1013.35,5,183,2
13467.0,1083.71,2,10,3
13469.0,82.4,1,652,1
13470.0,165.0,2,98,3
13471.0,2531.58,4,0,2
13472.0,592.24,2,463,1
13473.0,2657.7599999999998,8,60,2
13474.0,663.79,3,235,3
13475.0,1431.78,4,190,2
13476.0,2061.4700000000003,5,178,2
13477.0,2834.17,11,37,0
13478.0,2215.78,5,468,2
13479.0,851.37,4,200,3
13480.0,627.82,2,416,1
13481.0,3830.84,11,45,0
13482.0,336.09,2,231,3
13483.0,140.34,1,65,3
13484.0,790.72,3,240,3
13485.0,3015.2200000000003,11,232,0
13486.0,1122.41,3,77,3
13487.0,846.87,5,57,3
13489.0,449.52,4,104,3
13490.0,154.25,1,653,1
13492.0,1269.84,3,135,3
13493.0,498.63,2,274,3
13494.0,316.26000000000005,1,311,1
13496.0,653.33,2,10,3
13497.0,1320.33,6,282,2
13498.0,327.38,1,729,1
13499.0,1159.11,5,17,2
13500.0,1466.3,4,22,2
13501.0,2885.11,3,287,2
13502.0,780.5,5,16,3
13503.0,1824.19,5,70,2
13504.0,295.93,1,63,3
13505.0,3633.63,4,72,2
13506.0,1639.2,5,315,2
13507.0,2479.16,4,2,2
13508.0,287.05,2,243,3
13509.0,1099.72,7,8,2
13510.0,4558.29,11,0,0
13511.0,282.76,1,676,1
13512.0,713.39,4,260,3
13513.0,824.59,3,126,3
13514.0,815.9000000000001,4,73,3
13515.0,1265.82,6,72,2
13516.0,1685.26,4,20,2
13517.0,2128.42,3,59,2
13518.0,659.4399999999999,1,85,3
13519.0,343.21,2,77,3
13521.0,1092.39,3,0,3
13522.0,125.80000000000001,1,29,3
13523.0,5101.52,6,32,0
13524.0,680.1800000000001,5,40,3
13525.0,628.78,2,14,3
13526.0,1182.0,2,737,1
13527.0,4683.74,12,33,0
13529.0,307.76,2,78,3
13530.0,402.97999999999996,1,633,1
13531.0,1738.52,6,204,2
13532.0,210.31,1,33,3
13533.0,270.79,3,182,3
13535.0,89.5,1,402,1
13536.0,3448.29,7,0,0
13537.0,717.85,2,425,1
13538.0,3112.73,12,42,0
13539.0,1569.3600000000001,7,85,2
13540.0,632.39,3,466,1
13541.0,785.25,2,426,1
13543.0,1439.6100000000001,2,633,1
13544.0,829.0,6,39,2
13545.0,374.64,2,390,1
13546.0,1092.14,5,11,2
13547.0,172.98,1,407,1
13548.0,908.99,3,95,3
13549.0,1005.8,8,25,2
13550.0,349.51,1,382,1
13551.0,244.2,2,318,1
13553.0,517.8,1,674,1
13554.0,1638.28,7,379,2
13556.0,200.82,2,428,1
13557.0,3032.26,13,27,0
13558.0,605.06,4,5,3
13559.0,990.0,2,512,1
13560.0,174.37,1,6,3
13561.0,1820.72,11,215,2
13562.0,4838.18,8,81,0
13563.0,777.53,2,83,3
13565.0,414.8,3,18,3
13566.0,1704.27,5,40,2
13567.0,1083.69,4,427,1
13568.0,192.85,1,172,3
13569.0,892.28,4,16,3
13570.0,239.49,1,242,3
13572.0,1384.25,1,205,3
13573.0,915.02,6,49,2
13574.0,421.25,1,410,1
13575.0,732.0699999999999,5,22,3
13577.0,3484.28,11,24,0
13578.0,147.66,1,408,1
13579.0,1539.04,5,14,2
13580.0,107.75,1,405,1
13581.0,280.53000000000003,2,308,1
13582.0,241.68,2,389,1
13583.0,1445.031,2,155,3
13584.0,392.45,3,306,1
13585.0,684.54,3,530,1
13586.0,131.53,1,540,1
13587.0,1673.5,4,63,2
13588.0,2478.95,9,15,0
13589.0,1120.74,6,14,2
13591.0,2093.94,7,64,2
13592.0,247.95999999999998,4,35,3
13594.0,533.32,2,52,3
13595.0,818.22,3,516,1
13596.0,697.04,2,5,3
13597.0,396.71,2,399,1
13598.0,789.59,5,46,3
13600.0,518.42,2,311,1
13601.0,1185.14,4,44,3
13602.0,1025.17,4,64,3
13603.0,164.34,1,25,3
13604.0,717.62,1,658,1
13605.0,522.67,2,386,1
13606.0,280.53999999999996,3,28,3
13607.0,1078.31,2,39,3
13608.0,236.2,1,540,1
13609.0,167.35,1,592,1
13610.0,2174.63,14,11,0
13611.0,3319.53,10,88,0
13612.0,818.29,1,632,1
13613.0,1039.8500000000001,5,452,1
13614.0,2359.19,6,23,2
13616.0,288.1,2,567,1
13617.0,1278.75,8,39,2
13618.0,177.34,1,173,3
13619.0,230.19,2,544,1
13620.0,112.34,1,527,1
13621.0,213.85,1,116,3
13622.0,658.95,1,695,1
13623.0,2566.49,10,30,0
13624.0,462.08,1,387,1
13625.0,301.26,1,596,1
13626.0,707.04,2,252,3
13627.0,2245.9,7,58,2
13628.0,310.14,1,675,1
13630.0,2031.78,7,4,2
13631.0,3070.42,11,99,0
13632.0,3648.15,8,24,0
13634.0,5027.78,15,32,0
13635.0,2999.16,4,67,2
13636.0,949.12,5,36,2
13637.0,809.25,3,51,3
13638.0,122.64,1,15,3
13639.0,1346.27,2,73,3
13640.0,405.0,1,610,1
13641.0,942.37,4,640,1
13642.0,514.72,4,215,3
13643.0,2156.77,10,30,0
13644.0,2624.26,4,15,2
13645.0,252.1,1,119,3
13646.0,326.25,2,399,1
13647.0,3071.68,8,9,0
13648.0,1759.07,8,399,2
13649.0,1678.88,6,256,2
13650.0,3288.0,10,16,0
13651.0,211.85,2,39,3
13652.0,2570.85,5,45,2
13653.0,152.2,1,487,1
13655.0,2280.51,6,113,2
13656.0,1078.85,4,164,3
13657.0,382.14,2,10,3
13659.0,4894.88,12,205,0
13660.0,314.59,1,399,1
13661.0,325.24,1,602,1
13662.0,2250.11,11,85,0
13663.0,2047.51,5,178,2
13665.0,1711.6599999999999,3,385,1
13666.0,127.05,5,59,3
13667.0,305.02,1,148,3
13669.0,413.55,3,50,3
13670.0,349.7,1,74,3
13671.0,194.95,1,394,1
13672.0,419.92,3,300,1
13673.0,396.92,2,18,3
13674.0,240.68,1,432,1
13675.0,486.82000000000005,2,150,3
13676.0,243.9,2,538,1
13677.0,556.1899999999999,2,404,1
13678.0,232.6,1,151,3
13679.0,281.26,3,493,1
13681.0,827.83,4,17,3
13682.0,59.5,1,186,3
13683.0,258.6,1,457,1
13684.0,596.98,4,285,3
13685.0,3119.44,7,2,0
13686.0,409.04,3,182,3
13688.0,375.5,1,634,1
13689.0,1259.5,2,62,3
13690.0,172.25,1,58,3
13691.0,210.78,1,395,1
13692.0,3114.4,5,24,2
13693.0,2011.82,9,373,2
13695.0,2770.73,16,30,0
13696.0,2020.4,3,421,1
13697.0,151.29999999999998,1,38,3
13698.0,465.53000000000003,2,596,1
13699.0,764.15,2,154,3
13700.0,2613.46,13,25,0
13701.0,161.0,1,446,1
13702.0,135.18,1,445,1
13703.0,425.56,2,317,1
13704.0,2308.06,9,4,2
13705.0,2035.33,7,7,2
13706.0,631.17,2,302,1
13707.0,3365.86,5,266,2
13708.0,294.88,1,270,3
13710.0,509.52,3,31,3
13711.0,1792.26,9,218,2
13712.0,766.42,2,246,3
13713.0,743.26,3,407,1
13714.0,161.35,1,464,1
13716.0,138.28,1,268,3
13717.0,1763.3,8,31,2
13718.0,306.55,2,245,3
13719.0,2814.27,11,14,0
13720.0,799.9,4,116,3
13721.0,741.54,2,35,3
13723.0,1209.2,6,216,2
13724.0,213.01,1,636,1
13725.0,1980.56,8,49,2
13726.0,1079.6599999999999,2,38,3
13727.0,1080.05,8,28,2
13728.0,2855.17,16,36,0
13729.0,724.73,3,435,1
13730.0,752.6,2,135,3
13731.0,610.59,2,218,3
13732.0,491.86,1,27,3
13733.0,487.03000000000003,2,410,1
13736.0,2766.21,7,4,2
13737.0,339.59999999999997,1,199,3
13738.0,440.93,1,395,1
13739.0,292.2,2,17,3
13740.0,1597.77,5,240,2
13741.0,668.4300000000001,3,71,3
13742.0,3131.02,12,16,0
13743.0,1341.6,7,2,2
13744.0,1156.36,2,94,3
13745.0,777.36,2,161,3
13746.0,176.69,1,413,1
13747.0,249.39999999999998,2,373,1
13748.0,2268.35,9,95,2
13750.0,3602.1800000000003,11,53,0
13751.0,296.25,1,287,1
13752.0,1590.73,7,123,2
13753.0,2094.57,4,287,2
13754.0,447.05,3,151,3
13755.0,2161.35,9,3,2
13757.0,195.55,1,674,1
13759.0,659.4100000000001,2,32,3
13760.0,1363.6399999999999,5,53,2
13761.0,1952.17,6,49,2
13762.0,2472.48,5,218,2
13764.0,2942.31,6,70,2
13765.0,352.821,1,652,1
13766.0,190.35,1,494,1
13768.0,875.97,2,726,1
13770.0,785.37,4,421,1
13772.0,3114.22,8,33,0
13773.0,301.54,2,396,1
13774.0,345.0,1,81,3
13775.0,1049.66,1,590,1
13778.0,1124.49,4,102,3
13779.0,161.13,1,515,1
13780.0,735.82,3,6,3
13781.0,778.83,3,250,3
13782.0,1793.72,13,12,0
13783.0,1542.09,4,487,1
13784.0,2910.23,14,9,0
13785.0,542.49,4,428,1
13786.0,3358.94,6,366,2
13787.0,1222.5,6,75,2
13788.0,3.75,1,504,1
13789.0,239.45999999999998,1,387,1
13790.0,348.8,1,3,3
13791.0,1516.0,2,127,3
13792.0,383.95,3,65,3
13793.0,96.0,1,646,1
13794.0,126.03,1,546,1
13795.0,836.3,4,387,1
13796.0,289.7,1,498,1
13797.0,1179.45,3,436,1
13799.0,2803.57,9,116,0
13800.0,1679.56,3,309,2
13801.0,324.8,1,66,3
13803.0,1338.91,3,254,3
13804.0,3208.52,9,30,0
13805.0,924.6,2,51,3
13806.0,256.38,1,63,3
13807.0,534.8,3,366,1
13808.0,1747.66,5,5,2
13809.0,679.7,3,304,1
13810.0,827.51,2,28,3
13811.0,519.75,2,183,3
13812.0,485.0,3,41,3
13813.0,2387.4700000000003,8,39,2
13814.0,2257.32,3,91,2
13816.0,499.67,2,23,3
13817.0,328.98,2,28,3
13818.0,61.28,1,429,1
13819.0,2642.35,6,301,2
13820.0,660.65,3,417,1
13821.0,1410.73,6,144,2
13822.0,632.0,2,5,3
13823.0,3403.4500000000003,7,18,0
13824.0,3314.76,12,32,0
13825.0,255.59,2,621,1
13826.0,189.5,1,175,3
13827.0,412.05,3,57,3
13828.0,209.49,1,21,3
13829.0,102.0,1,420,1
13830.0,156.85000000000002,1,581,1
13832.0,613.6899999999999,2,18,3
13833.0,701.36,2,158,3
13834.0,324.19,2,576,1
13835.0,1095.27,7,24,2
13836.0,620.37,2,398,1
13837.0,271.24,2,211,3
13838.0,1966.09,10,5,2
13839.0,139.95000000000002,1,485,1
13840.0,651.4,1,415,1
13841.0,85.0,1,252,3
13843.0,319.75,1,380,1
13844.0,361.62,1,10,3
13845.0,312.98,1,64,3
13846.0,1307.79,4,24,2
13847.0,310.72,1,719,1
13848.0,3335.0,8,91,0
13849.0,3469.3,5,51,2
13850.0,1595.48,1,128,3
13851.0,4606.46,8,95,0
13852.0,187.35000000000002,1,610,1
13853.0,1090.14,1,56,3
13855.0,1310.3400000000001,4,500,1
13856.0,1142.03,11,168,2
13857.0,1000.91,6,392,1
13858.0,216.17,1,56,3
13859.0,515.86,2,325,1
13860.0,1245.9,5,0,2
13861.0,273.26,2,428,1
13862.0,2556.09,9,17,0
13863.0,1239.55,4,247,2
13864.0,662.4000000000001,1,386,1
13865.0,501.56,4,57,3
13866.0,145.67000000000002,1,73,3
13867.0,1015.29,3,30,3
13868.0,3192.54,2,6,2
13872.0,919.57,3,526,1
13873.0,1038.92,8,119,2
13874.0,2049.15,7,357,2
13875.0,4814.37,14,53,0
13876.0,122.7,1,63,3
13877.0,449.68,3,85,3
13878.0,2473.06,4,54,2
13879.0,395.5,1,645,1
13882.0,1191.13,5,2,2
13884.0,1888.48,10,6,2
13885.0,506.8,2,188,3
13886.0,243.56,1,70,3
13887.0,349.55,1,203,3
13888.0,2169.05,7,119,2
13889.0,1991.23,6,92,2
13890.0,2927.38,14,0,0
13891.0,863.5600000000001,3,377,1
13892.0,1267.6499999999999,6,26,2
13893.0,821.1,1,297,1
13894.0,564.62,3,23,3
13895.0,4008.52,6,27,0
13896.0,388.55,1,625,1
13897.0,1160.72,3,49,3
13898.0,686.4,2,325,1
13899.0,388.52,2,15,3
13900.0,1610.59,6,182,2
13903.0,165.45000000000002,1,399,1
13904.0,332.64,2,36,3
13905.0,312.65,1,732,1
13906.0,42.0,1,408,1
13907.0,136.8,1,691,1
13908.0,2319.55,4,79,2
13909.0,286.6,2,422,1
13912.0,124.95,1,423,1
13913.0,42.22,1,506,1
13914.0,626.45,2,11,3
13915.0,70.80000000000001,1,393,1
13916.0,1275.81,4,463,1
13917.0,272.04,2,49,3
13918.0,1212.8400000000001,2,49,3
13919.0,1252.68,4,58,2
13920.0,1774.68,4,431,1
13921.0,730.7,4,401,1
13922.0,865.2,3,351,1
13923.0,351.13,1,53,3
13924.0,1838.8500000000001,6,1,2
13925.0,678.25,4,92,3
13926.0,223.85000000000002,1,22,3
13927.0,708.26,2,74,3
13928.0,464.57,4,10,3
13929.0,3494.1,11,168,0
13930.0,337.34,2,57,3
13932.0,307.4,1,294,1
13933.0,608.7900000000001,2,108,3
13934.0,922.1,1,263,3
13936.0,939.66,3,179,3
13937.0,880.13,2,168,3
13938.0,71.66,1,34,3
13939.0,1560.96,7,22,2
13940.0,839.14,4,16,3
13942.0,320.0,1,534,1
13943.0,246.54,1,577,1
13944.0,200.43,1,652,1
13945.0,854.15,2,394,1
13946.0,1876.23,6,78,2
13947.0,90.6,1,64,3
13948.0,548.76,4,360,1
13949.0,2427.32,6,2,2
13950.0,745.06,4,10,3
13951.0,674.45,3,175,3
13954.0,439.92,2,1,3
13955.0,545.17,3,153,3
13956.0,1026.42,5,4,2
13957.0,458.25,3,417,1
13958.0,4709.2300000000005,8,379,0
13959.0,1076.18,6,78,2
13960.0,230.22,2,20,3
13961.0,538.4,1,391,1
13962.0,362.8,3,21,3
13964.0,438.9,2,386,1
13965.0,996.61,3,476,1
13966.0,390.86,1,434,1
13967.0,166.3,2,145,3
13968.0,123.66,1,422,1
13970.0,846.55,2,385,1
13971.0,4667.57,14,18,0
13972.0,190.25,2,70,3
13973.0,264.7,1,286,1
13974.0,677.72,2,48,3
13976.0,1192.36,4,206,3
13977.0,519.8100000000001,1,410,1
13978.0,196.79000000000002,2,14,3
13979.0,3409.93,7,72,0
13980.0,799.92,5,59,3
13981.0,331.14,1,415,1
13982.0,4445.59,9,38,0
13984.0,2048.6,12,26,0
13986.0,320.46,1,16,3
13987.0,682.54,2,379,1
13988.0,4757.8,8,19,0
13989.0,2026.06,5,65,2
13990.0,311.3,1,212,3
13991.0,854.97,6,11,2
13992.0,219.5,3,29,3
13994.0,2313.14,6,3,2
13995.0,3902.01,14,14,0
13996.0,845.76,2,385,1
13997.0,382.31,3,518,1
13998.0,566.7,3,446,1
14000.0,2046.3400000000001,5,210,2
14001.0,4530.09,9,45,0
14002.0,529.73,2,133,3
14003.0,209.41,1,732,1
14005.0,2874.72,5,9,2
14006.0,2196.67,7,115,2
14007.0,79.48,1,512,1
14008.0,509.04,1,431,1
14009.0,1099.91,3,197,3
14010.0,445.15,2,564,1
14011.0,457.82,2,479,1
14012.0,328.8,1,277,3
14013.0,1084.57,5,109,2
14014.0,1948.21,3,76,2
14015.0,917.34,1,52,3
14017.0,229.75,1,570,1
14018.0,367.15000000000003,1,644,1
14019.0,1421.61,3,46,3
14020.0,1249.01,4,16,3
14021.0,1716.58,7,154,2
14022.0,792.15,2,224,3
14023.0,584.07,2,6,3
14024.0,645.74,3,121,3
14025.0,4057.9,8,464,0
14026.0,713.11,2,470,1
14027.0,104.82,1,60,3
14029.0,467.66,2,62,3
14032.0,4850.2699999999995,16,1,0
14033.0,109.44,1,554,1
14034.0,651.8199999999999,3,21,3
14035.0,2856.72,9,28,0
14036.0,626.65,1,284,3
14037.0,836.95,6,175,2
14038.0,3069.88,5,77,2
14039.0,267.28000000000003,2,32,3
14041.0,141.41,1,265,3
14042.0,431.98,1,724,1
14043.0,304.25,2,490,1
14044.0,3119.35,10,26,0
14046.0,151.59,1,283,1
14047.0,4255.03,14,8,0
14048.0,748.69,3,304,1
14050.0,746.36,2,31,3
14052.0,480.81,2,19,3
14053.0,572.3,4,123,3
14054.0,92.46,1,64,3
14055.0,1520.96,3,105,3
14058.0,469.19,2,462,1
14059.0,183.6,1,266,3
14061.0,917.4300000000001,3,506,1
14064.0,3332.42,15,28,0
14065.0,891.02,3,388,1
14066.0,152.55,1,266,3
14067.0,374.7,2,63,3
14068.0,1528.3700000000001,4,319,2
14069.0,230.06,2,514,1
14070.0,326.55,1,684,1
14071.0,1424.0,8,3,2
14072.0,390.85,1,666,1
14073.0,151.04,1,31,3
14074.0,219.39999999999998,1,622,1
14075.0,1724.87,5,4,2
14076.0,122.47,1,128,3
14077.0,615.0799999999999,6,40,2
14078.0,1690.98,9,101,2
14079.0,375.1,1,124,3
14080.0,1115.68,5,32,2
14082.0,413.36,2,364,1
14083.0,1407.26,11,3,2
14084.0,150.5,1,511,1
14086.0,39.95,1,462,1
14087.0,846.22,3,2,3
14089.0,161.0,1,56,3
14090.0,76.32000000000001,1,324,1
14093.0,442.85,1,11,3
14094.0,335.22,1,439,1
14095.0,2.95,1,722,1
14097.0,422.85999999999996,2,480,1
14098.0,147.35,1,36,3
14100.0,194.9,1,137,3
14102.0,1360.28,5,4,2
14104.0,768.5799999999999,5,154,3
14106.0,214.79999999999998,1,736,1
14107.0,4877.3,11,51,0
14108.0,1044.96,4,30,3
14109.0,144.2,1,72,3
14111.0,692.85,4,13,3
14114.0,1364.09,7,273,2
14115.0,622.6700000000001,2,501,1
14116.0,1382.74,5,19,2
14117.0,90.0,1,143,3
14118.0,458.45,1,428,1
14119.0,183.37,2,375,1
14121.0,2780.15,4,3,2
14122.0,362.42,3,405,1
14123.0,436.18,1,732,1
14124.0,419.58000000000004,1,83,3
14125.0,2740.43,3,10,2
14126.0,1172.46,4,7,3
14127.0,1900.0800000000002,6,122,2
14128.0,924.21,3,60,3
14129.0,2591.34,9,1,0
14130.0,1882.67,4,318,2
14131.0,187.87,1,648,1
14132.0,3586.0299999999997,11,1,0
14133.0,911.14,4,129,3
14136.0,1570.81,5,400,1
14137.0,332.7,1,695,1
14138.0,982.3800000000001,2,1,3
14139.0,1086.8,4,45,3
14140.0,935.05,2,3,3
14141.0,915.13,4,2,3
14142.0,983.15,2,372,1
14143.0,115.8,1,133,3
14144.0,30.599999999999998,1,485,1
14147.0,2590.2,9,77,0
14148.0,466.29,2,233,3
14149.0,446.62,1,220,3
14150.0,658.64,2,35,3
14151.0,679.45,2,672,1
14152.0,1997.3400000000001,7,74,2
14153.0,233.4,1,482,1
14155.0,118.75,1,265,3
14157.0,1002.78,5,19,2
14158.0,507.66,1,39,3
14161.0,3318.88,7,215,0
14162.0,289.36,2,173,3
14163.0,2594.62,5,86,2
14164.0,1631.77,2,70,3
14165.0,122.53999999999999,1,275,3
14166.0,256.85,2,504,1
14167.0,1296.49,8,38,2
14168.0,370.45,2,420,1
14169.0,616.03,2,430,1
14170.0,597.33,3,374,1
14171.0,498.79,2,97,3
14172.0,402.72,3,604,1
14173.0,586.0,6,10,2
14174.0,134.46,1,32,3
14176.0,916.01,5,296,2
14177.0,2229.34,13,85,0
14178.0,1600.93,7,8,2
14179.0,719.78,2,40,3
14181.0,310.55,2,410,1
14182.0,678.77,4,443,1
14183.0,286.29,2,410,1
14184.0,452.89,1,66,3
14185.0,197.65,1,330,1
14186.0,1550.63,5,426,1
14187.0,123.5,1,473,1
14188.0,2054.36,6,30,2
14190.0,79.9,1,665,1
14191.0,4817.66,15,1,0
14192.0,293.74,1,387,1
14193.0,1210.19,3,67,3
14195.0,2615.6,6,201,2
14196.0,335.52,1,106,3
14197.0,390.05,1,410,1
14198.0,1569.73,9,17,2
14199.0,1091.7,4,217,3
14200.0,379.2,1,616,1
14201.0,1193.54,10,59,2
14202.0,847.76,3,380,1
14203.0,339.34,1,396,1
14204.0,1062.96,4,1,3
14205.0,2414.2,9,16,0
14206.0,1185.01,3,238,3
14207.0,157.8,1,687,1
14208.0,567.05,2,94,3
14209.0,4993.27,15,10,0
14212.0,2190.14,2,89,2
14213.0,1192.2,1,404,1
14214.0,1004.38,5,30,2
14215.0,3416.33,9,11,0
14216.0,2150.04,5,2,2
14218.0,169.48000000000002,1,42,3
14219.0,633.83,3,3,3
14220.0,1515.0,4,246,2
14222.0,683.17,1,176,3
14223.0,991.13,3,91,3
14224.0,1897.9,9,109,2
14225.0,2037.02,4,434,1
14226.0,3002.53,6,28,2
14228.0,745.5,3,437,1
14229.0,2594.04,7,51,2
14230.0,979.8000000000001,3,435,1
14231.0,1235.6200000000001,4,183,2
14232.0,2048.07,5,42,2
14233.0,2904.27,7,48,2
14234.0,775.46,4,21,3
14235.0,4717.99,9,74,0
14236.0,1744.64,5,80,2
14237.0,632.14,2,372,1
14238.0,434.23,3,325,1
14240.0,1247.49,3,29,3
14241.0,333.70000000000005,2,183,3
14242.0,280.55,2,234,3
14244.0,366.41999999999996,1,660,1
14245.0,1693.45,2,219,3
14246.0,1474.06,3,110,3
14247.0,772.66,5,277,3
14248.0,1032.95,3,317,1
14250.0,1904.05,3,6,2
14251.0,2879.7000000000003,5,1,2
14252.0,350.99,1,380,1
14253.0,363.40000000000003,2,492,1
14254.0,601.03,1,432,1
14256.0,2473.9900000000002,5,259,2
14259.0,120.0,1,141,3
14260.0,824.28,3,470,1
14261.0,1163.45,2,50,3
14262.0,2618.23,8,7,2
14263.0,322.93,1,422,1
14264.0,1517.3600000000001,6,154,2
14265.0,1373.35,4,108,2
14266.0,40.56,1,427,1
14267.0,1516.24,3,162,3
14268.0,354.85,1,470,1
14269.0,295.73,1,438,1
14270.0,492.65000000000003,1,331,1
14271.0,219.13,2,225,3
14272.0,920.81,4,73,3
14273.0,559.97,4,50,3
14274.0,256.6,1,685,1
14275.0,1189.3799999999999,6,395,2
14276.0,2102.68,7,98,2
14278.0,205.83,1,409,1
14279.0,191.86,2,520,1
14280.0,134.04,1,196,3
14281.0,245.15,1,407,1
14283.0,628.4399999999999,4,462,1
14284.0,1299.65,3,30,3
14285.0,3284.42,8,20,0
14287.0,176.63,3,7,3
14288.0,426.6,1,212,3
14289.0,911.26,6,8,2
14290.0,4516.56,8,10,0
14293.0,3267.9300000000003,9,2,0
14294.0,375.34,1,406,1
14295.0,2352.91,4,39,2
14296.0,456.40000000000003,2,420,1
14297.0,1305.33,4,17,2
14300.0,43.2,1,18,3
14301.0,1992.18,4,116,2
14302.0,742.9000000000001,3,430,1
14303.0,277.94,2,406,1
14304.0,1725.01,3,222,2
14305.0,1858.96,3,70,2
14306.0,3151.4,6,50,2
14307.0,5071.03,10,88,0
14309.0,3780.81,11,7,0
14310.0,492.1,1,432,1
14311.0,516.45,2,242,3
14312.0,3090.29,11,46,0
14314.0,229.8,2,106,3
14315.0,3197.82,8,44,0
14316.0,1370.34,5,421,1
14317.0,508.58000000000004,1,64,3
14318.0,158.02,1,459,1
14319.0,494.85,1,423,1
14320.0,1346.75,5,206,2
14321.0,2218.06,7,10,2
14322.0,474.1,4,428,1
14323.0,605.0600000000001,2,114,3
14324.0,701.61,2,409,1
14325.0,245.48000000000002,1,569,1
14326.0,940.98,3,241,3
14327.0,1894.93,6,162,2
14330.0,200.63,1,623,1
14331.0,462.65999999999997,2,123,3
14332.0,1943.51,5,22,2
14333.0,415.2,1,67,3
14334.0,4318.48,12,16,0
14335.0,468.26,2,15,3
14336.0,1614.91,4,16,2
14338.0,928.1,3,160,3
14339.0,620.27,2,242,3
14340.0,134.7,1,218,3
14342.0,918.44,6,20,2
14343.0,1088.91,4,420,1
14345.0,108.97999999999999,1,38,3
14346.0,2315.75,5,120,2
14347.0,82.6,1,736,1
14348.0,409.57,1,259,3
14349.0,133.5,1,9,3
14350.0,972.03,3,273,3
14351.0,51.0,1,164,3
14352.0,1078.96,4,156,3
14353.0,376.5,3,214,3
14354.0,163.62,2,5,3
14355.0,1014.45,3,365,1
14356.0,701.23,2,79,3
14357.0,225.77,1,42,3
14358.0,400.06,2,388,1
14359.0,912.18,3,18,3
14360.0,2128.23,4,31,2
14361.0,214.70999999999998,1,578,1
14362.0,161.2,1,21,3
14363.0,227.47000000000003,2,401,1
14364.0,3717.35,8,108,0
14365.0,634.68,2,394,1
14366.0,136.0,1,524,1
14368.0,155.0,1,319,1
14369.0,469.13,2,641,1
14370.0,1175.78,6,450,1
14371.0,100.5,1,294,1
14372.0,860.08,2,442,1
14373.0,76.55,1,357,1
14374.0,108.0,1,540,1
14375.0,1132.99,3,184,3
14376.0,215.46,1,682,1
14377.0,617.05,2,190,3
14378.0,131.25,1,621,1
14379.0,1268.91,4,43,2
14381.0,631.34,2,51,3
14382.0,1246.8,2,25,3
14383.0,1247.69,3,37,3
14384.0,58.5,1,500,1
14385.0,202.11,3,8,3
14386.0,142.4,1,296,1
14387.0,1770.56,3,32,2
14389.0,1898.01,5,64,2
14391.0,135.6,1,576,1
14392.0,266.4,1,431,1
14393.0,67.95,1,217,3
14394.0,93.8,1,564,1
14396.0,2121.93,7,64,2
14398.0,707.79,2,400,1
14399.0,2113.16,8,393,2
14400.0,1732.47,3,148,2
14402.0,285.6,1,651,1
14403.0,1880.51,6,129,2
14404.0,2899.11,13,33,0
14405.0,195.0,1,386,1
14406.0,156.75,1,118,3
14407.0,2142.73,5,106,2
14408.0,4109.77,11,10,0
14409.0,3756.09,9,70,0
14410.0,2650.14,11,91,0
14411.0,1063.0,1,310,1
14412.0,1426.19,3,42,3
14413.0,427.57,3,361,1
14414.0,2399.33,8,91,2
14416.0,490.22,2,21,3
14417.0,604.2,1,387,1
14418.0,1937.25,3,3,2
14419.0,1260.91,7,10,2
14420.0,1639.17,4,98,2
14421.0,2469.37,6,56,2
14423.0,916.6099999999999,3,217,3
14424.0,322.08,1,17,3
14425.0,661.39,3,434,1
